"-"
"Maio, Giovanni"
"Mai, Paul"
"Majer, Piotr"
"Ma?kowski, Andrzej"
"Makowski, Elizabeth"
"Malaquías Zayas"
"Malcangi, Paola"
"Malecha, Pawe?"
"Malecha, Pawel"
"Malickel, John"
"Malinar, Angelika"
"Mallett, James K."
"Mallia, Manlio"
"Mallon, V."
"Maloko-Mana, Bafuidinsoni"
"Malone, Anthony"
"Malta","4037257-1"
"Maltese Metropolitan Tribunal"
"Malumbres, Emilio"
"Malvaux, Benoît"
"Malvestiti, Barbara"
"Malvestiti, Maurizio"
"Mamberti, Dominique"
"Mancho Sánchez, José"
"Mancini, Carmela V."
"Mancuso, Carlo"
"Mancuso, Gaetano"
"Mandalà, Livia"
"Mandiyil, Jacob"
"Mandry, Christof"
"Manenti, Alessandro"
"Manganaro, Patrizia"
"Mangan, Charles M."
"Mankowski, Elisabeth"
"Mannaparambil, Bose P."
"Mann, Christine"
"Manning, Michael"
"Mannion, Gerard"
"Mann, Jesse D."
"Manns, Peter"
"Mantecón, Joaquín"
"Mantecón Sancho, Joaquín"
"Manterfeld, Norbert"
"Manthe, Ulrich"
"Mantl, Wolfgang"
"Mantovani, Ennio"
"Mantuano, Ginesio"
"Manuel-Rimbau, Francesc"
"Manzanares, Julio"
"Manzano García, Maribel"
"Manzelli, Michael"
"Manzo, Orlando"
"Maoz, Asher"
"Marabese, Luca"
"Maragnoli Giovanni"
"Maragnoli, Giovanni"
"Marano, Venerando"
"Marantonio Sguerzo, Elsa"
"Marattil, Jose"
"Marazzi, Massimiliano"
"Marcheselli, Gianni"
"Marcheselli, Myriam"
"Marchesi, Mario"
"Marchetta, Benedetto"
"Marchetti, Gianluca"
"Marchetto, Agostino"
"Marchioro, Raimondo"
"Marchi, Tino"
"Marcinkowski, Roman"
"Marckhoff, Ulrike"
"Marcocci, Giuseppe"
"Marconi, Marino"
"Marcos, José J."
"Marcozzi, Vittorio"
"Marc, Phillipe"
"Marcuzzi, Giorgio"
"Marcuzzi, Piero G."
"Marcuzzi, Piero Giorgio"
"Marczewski, Marek"
"Mar Dinkha IV."
"Mareno, Pedro A."
"Marga, Irimie"
"Margelist, Stefan"
"Margiotta Broglio, Francesco"
"Maria?ski, Janusz"
"Marichal, Carlos"
"Mariconti, Gian F."
"Marie, Jean-Bernard"
"Marinelli, Danilo"
"Marini, Fabio"
"Marini, Fabio A."
"Marini, Francis"
"Marini, Francis J."
"Marini, Piero"
"Marinos, Anastase N."
"Mario F."
"Maritz, Heinz","108965473"
"Markosian, Razmik"
"Marongiu, Antonio"
"Marongiu Buonaiuti, Cesare"
"Marquard, Reiner"
"Marques, José A."
"Marré, Heiner"
"Marrero Sarmiento, Diógenes M."
"Marro, Bruna"
"Marroquín Camey, Juan A."
"Marsand, Jean-Paul"
"Marschler, Thomas"
"Marschütz, Gerhard"
"Marshall, William L."
"Martens, Alice"
"Martens, Karl"
"Martens, Kurt"
"Martetschläger, Johannes","113243502"
"Marthaler, Berard L."
"Marti, Federico"
"Martí, José M."
"Martimort, Aimé-Georges"
"Martín Abad, Joaquín"
"Martin Aguirre, Francisco J."
"Martín Andrés, Santiago"
"Martín, Antonio P."
"Martín de Agar, José"
"Martín de Agar, Joseph T."
"Martín de Agar, José T."
"Martín de Agar, José Tomás"
"Martín de la Hoz, José C."
"Martín de la Hoz, José Carlos"
"Martín de Santa Olalla Saludes, Pablo"
"Martin, Diarmuid"
"Martinelli, Giuseppe"
"Martinelli, Maurizio"
"Martinelli, Raffaello"
"Martine, Michael T."
"Martínez Blanco, Antonio"
"Martinez Cavero, Mateo"
"Martinez, Cesar"
"Martínez de Aguire Aldaz, José Gabriel"
"Martínez de Aguirre Aldaz, José G."
"Martínez-Echevarría Castillo, Íñigo"
"Martínez-Echevarría, Iñigo"
"Martinez Fernandez, Luis"
"Martínez Ferrer, Luis"
"Martínez Gras, Xavier"
"Martínez, Jesús H."
"Martínez López-Muñiz, José L."
"Martínez Malagón, Abundio"
"Martínez Martínez, Faustino"
"Martínez, Pedro D."
"Martínez Pérez, Juan A."
"Martínez Robles, Pedro J."
"Martínez Sáez, Juan F."
"Martínez Sagasti, Angel"
"Martínez, Santiago"
"Martínez Sistach, Lluís"
"Martínez-Torrón, Javier"
"Martínez Valls, Joaquín"
"Martínez-Villalba, Riofrío"
"Martín García, Francisco J."
"Martín García, María del Mar","  1056274921"
"Martín García, María d. M."
"Martinho Toldy, Teresa"
"Martini, Agostino"
"Martin, John H."
"Martín, Julio G."
"Martin, Karl"
"Martín, María del Mar"
"Martin, Norbert"
"Martino, Gerardo"
"Martino, Renato R."
"Martinotti, Giovanni"
"Martín Rubio, Ángel David"
"Martins, José S."
"Martin, Stefania"
"Martín-Vivas, Francisco"
"Martí Sánchez, José M."
"Martí Sánchez, José María"
"Märtl, Claudia"
"Marton, Jozsef"
"Martos, Joseph"
"Martynyuk, Teodor"
"Martz, François"
"Marucci, Corado"
"Marucci, Corrado"
"Maruschke, Thorsten"
"Marx, Gerhard"
"Marx, Hans L."
"Marx, Peter"
"Marx, Reinhard"
"Marx, Siegfried","  1015514413"
"Marynyuk, Teodor T."
"Marzoa, Ángel"
"Marzoa Rodríguez, Angel"
"Masala, Sebastiano"
"Masats Roca, Miguel"
"Masciarelli, Michele G."
"Maser, Peter"
"Masramón, Juan P."
"Massa, James"
"Massignani, Arturo"
"Massini Correas, Carlos I."
"Mastens, Kurt M."
"Matano, Salvatore R."
"Matar, Paul"
"Matecki, Bernd"
"Matena, Andreas"
"Mateo López, Justo O."
"Maternini, Maria Fausta"
"Maternini Zotta, Maria F."
"Mathew, Sunny"
"Mathias, Dietrich"
"Mathias, Dietrich M."
"Mathieu, Michel"
"Mathorel, François"
"Matlary, Janne Haaland"
"Mattei, Giampaolo"
"Mattei, Giorgia"
"Mattetti, Monica"
"Mattheews, Alain"
"Matthews, Kevin"
"Mattioli, Luigi"
"Mattlin, Hakan"
"Mattner, Andreas"
"Maturkani?, Patrik"
"Maturnaki?, Patrik"
"Maunz, Theodor"
"Maurer, Hartmut"
"Mauro, Tommaso"
"Mautet, Christelle"
"Maxwell, Philip F."
"Mayali, Laurent"
"Maycas, Ferdinando"
"Mayer, Adalbert"
"Mayer, Annemarie C."
"Mayerhöffer, Klaus"
"Mayer-Maly, Theo"
"Mayer, Matthias"
"May, Georg"
"Mayr, Elisabeth A."
"Mayr, Michael"
"May, William E."
"Mazars, Guy"
"Mazza, Leonardo"
"Mazziotti, Manlio"
"Mazzola, Roberto"
"Mazzolini, Sandra"
"Mazzotti, Stefano"
"Mazzuchelli Urquijo, Estanislao"
"Mba, Cyriacus S."
"Mbala-Kye, Achille"
"McAleese, Mary"
"McArdle"
"McAreavey, John"
"McAulffe, Jane D."
"McBrien, Richard P."
"McCabe, Joseph V."
"McCann, Pamela"
"McClean, David"
"McClean, J. David"
"McCormack, Alan"
"McCormack, Alan R."
"McCormack, Alan R. A."
"McCumiskey, B."
"Mc Dermott, Rose"
"McDermott, Rose"
"McDermott, Rose M."
"McDonough, Elizabeth"
"McDonough, Kevin"
"McDonough, Kevin M."
"Mc Eachern, Jaclyn O."
"McGarry, Bernard"
"McGovern, Thomas"
"McGowan, Michael"
"McGrath, Aidan"
"McGrath, Joseph B."
"McGreevy, Patricia"
"McGruckian, M. J."
"McGuckin, Robert M."
"McIlroy, David"
"McIntyre, John P."
"McKay, Gerard"
"McKay, Gerardo"
"Mc Keever, John"
"McKeever, John"
"McKenna, Kevin"
"McKenna, Kevin E."
"McKenzie, Lynn"
"McKeown, Elizabeth K."
"McLaren, John"
"McLaughlin, Anthony K.W."
"McLaughlin, Anthony K. W."
"McManus, B. J."
"McManus, Frederick R."
"McManus, Stuart M. / Donahue, Charles"
"McManus, William E."
"McMenamin, Robert W."
"McNally, Jeanne-Margaret"
"McPartlan, Paul"
"McQueen, Moira"
"McRaith, John"
"McSorley, Harry"
"McWhorter, Matthew R."
"Mechtenberg, Theo"
"Meckel, Thomas"
"Mecklenburg-Vorpommern"
"Medeni, Elif"
"Medina, Aurora L."
"Medina Balam, Mario"
"Medina, Daniel"
"Medina, Ricardo"
"Medina, Ricardo D."
"Medina, Ricardo Daniel"
"Medonça, Augustine"
"Medonça Correia, Pedro"
"Medroso, Leonardo Y."
"Meduna, Brigitte"
"Meeder, Sven"
"Meesmann, Hartmut"
"Mehl, Eberhard"
"Mehlhausen, Joachim"
"Mehring, Hans-Theodor"
"Mehrle, Gebhard"
"Meier, Bertram"
"Meier, Dominic M."
"Meier, Dominicus"
"Meier, Dominicus M."
"Meier, Dominicus M. (OSB)"
"Meier, Heinrich"
"Meierhofer-Lauffer, Theres"
"Meiers, Anna E."
"Meiers, Anna Elisabeth"
"Meijers, A. P. H."
"Meijers, T."
"Meijers, Ton"
"Meisner, Joachim"
"Meißner, Volker"
"Meister, Ralf"
"Mejía, David"
"Mejía, Jorge"
"Mélançon, Yves-Marie"
"Mélia, Elie"
"Melichar, Erwin"
"Melillo, Antonio"
"Melina, Livio"
"Mellet Márquez, Antonio J."
"Melli, Raffaele"
"Melloni, Alberto"
"Melnyk, Roman A."
"Meloni, Federica"
"Melville, Gerd"
"Melville, Gert"
"Meñambres, Jesús"
"Menchavez, Dean Johnpaul"
"Mende, Claudia"
"Méndez Rayón, José L."
"Mendizábal, Eduardo M."
"Mendl, Hans"
"Mendoça, Augustine"
"Mendoça Correia, João P. S."
"Mendon?a, Augustine"
"Mendonça, Augustine"
"Mendonça Paz Mayol, Carlos M."
"Mendoza, Antonio E."
"Menéndez Diaz, Félix"
"Menéndez Fernández, Juan Antonio"
"Menezes Gonçalves, Mário L."
"Menges, Evelyne D."
"Menges, Evelyne"
"Mengoni, Luigi"
"Menke, Karl-Heinz"
"Menke-Peitzmeyer, Michael"
"Mennini, Antonio"
"Mennonitische Freikirche Österreich (MFÖ)"
"Menocal, Lydia"
"Mensing, Wilhelm"
"Mensink, Dagmar"
"Menski, Werner"
"Mente, Michael"
"Menuz, Louis"
"Merkel, Friedemann"
"Merker, Michael"
"Merlano, José G. G."
"Merle, Kristin"
"Merli, Marco N."
"Merlo, Maurizio"
"Meron, Ya'akov"
"Mersch, Josef"
"Merten, Felizia"
"Merten, Michael"
"Mertens, Alfons"
"Mertens, Anette"
"Mertens, Hans"
"Mertes, Klaus"
"Merth, Roman"
"Mervyn Alexander"
"Merzbacher, Friedrich"
"Merz, Franz"
"Merz, Martin"
"Mesini, Candido"
"Messi Metogo, Éloi"
"Messinger, Sarah"
"Messmann, Hartmut"
"Messner, Annick"
"Messner, Francis"
"Messner, Johannes"
"Meßner, Reinhard"
"Mester, Stefano"
"Mesure, Gerard C."
"Metogo, Éloi M."
"Metropolitangericht Malta"
"Metropolitankapitel Hamburg"
"Metropolitankapitel von Freiburg"
"Mette, Norbert"
"Mettler, Peter"
"Metzger, Marcel"
"Metzler, Josef"
"Metz, René",1089923481
"Meuffels, Otmar"
"Meyer, Andreas"
"Meyer-Bisch, Patrice"
"Meyer, Christian"
"Meyer, Christoph H."
"Meyer, Christoph, H. F."
"Meyer, Christoph H. F."
"Meyer, Christoph"
"Meyer, Daniel L."
"Meyer, Hans B."
"Meyer, Hans J."
"Meyer, J. R."
"Meyer, Kristin"
"Meyer-Magister, Hendrik"
"Meyer, Matthaeus"
"Meyer, Michael"
"Meyer, Philipp"
"Meyer, Vincent-Marie"
"Meyns, Christoph"
"Mezglewski, Artur"
"Mezzogori, Ciro"
"Mhurchadha, Mairéad U."
"Miayoukou, Hervé"
"Michaeler, Josef"
"Michaelis, Andree"
"Michaelis, Johann D."
"Michael Lenz"
"Michalik, Józef"
"Michalke-Leicht, Wolfgang"
"Michalsen, Dag"
"Michaud, Jean-Paul"
"Michel, Danièle"
"Michel, Nicolas"
"Michowicz, Przemyslaw"
"Mick, Walter"
"Micocci, Roberto"
"Midali, Mario"
"Midura, Francis G."
"Miedaner, Stefan"
"Miele, Manlio"
"Mieraus, Heike J."
"Mieskey, Koloman N."
"Miethaner-Vent, Karin"
"Mieth, Dietmar"
"Miethke, Jürgen"
"Miggelbrink, Ralf"
"Miggel, Georg"
"Migliavacca, Andrea","173294464"
"Migliore, Celestino"
"Migliorino, Francesco"
"Mignone, Fernando"
"Miguez Macho, Luis"
"Mihailovna Miroshnikova, Elena"
"Mikat, Paul"
"Mikó, Gábor"
"Mikolajec, Józef"
"Milani, Daniela"
"Milano, Gian P."
"Milet, Jean"
"Milgate, Michael"
"Militello, Cettina"
"Milite, Pietro"
"Millán Puelles, Antonio"
"Millas, José M."
"Miller, Bruce"
"Miller, Gabriel"
"Millet, Danièle"
"Millette, R. Lucien"
"Milligan, Philip G."
"Milne, Kenneth"
"Miñambres, Jesús","1130251330"
"Minelli, Chiara"
"Mingardi, Massimo"
"Mini, Emma Elena"
"Minin, Marie-Cécile"
"Ministerialrat, I"
"Ministerio de Justicia, E"
"Ministerium für Bildung, Wissenschaft, Weiterbildung und Kultur"
"Ministero delle Finanze","122411-6"
"Ministero dell'Interno"
"Ministero per i beni culturali e ambientali","1047021-9"
"Ministerpräsident von Niedersachen"
"Ministerpräsident von Niedersachsen"
"Minnerath, Roland"
"Minnich, Nelson H."
"Minnucci, Giovanni"
"Minyem, Benoît"
"Mioli, Graziano"
"Miolo, Graziano"
"Mioni, Alberto"
"Mirabelli, Cesare","  105652474X"
"Miraglia Zani, Rubens"
"Miragoli, Egidio","1130256936"
"Miralles, Antonio"
"Miranda, Jorge"
"Miras, J."
"Miras, Jorge"
"Mir-Hosseini, Ziba"
"Missiroli, Maria V."
"Misto, Luigi"
"Misztal, Henryk"
"Mitterhofer, Michael"
"Mixa, Walter (B - Eichstätt)",119478544
"Mixa, Walter (B- Eichstätt)",119478544
"Mixa, Walter (B-Eichstätt)",119478544
"Mixa, Walter (B-Eichtätt)",119478544
"Mixa, Walter (Bischof- EI)",119478544
"Mizi?ski, Artur"
"Mizi?ski, Artur G."
"Mizuno, Koji"
"Mizzi, Joseph"
"Mmunga Melngwa, Pierre"
"Mobbs, Frank"
"Modde, Margaret M."
"Modéer, Kjell Å."
"Möde, Erwin"
"Modigliani, Anna"
"Modras, Ronald"
"Moerschbacher, Marco"
"Moga, Ioan"
"Mogavero, Domenico"
"Mohagheghi, Hamideh"
"Möhling, Markus"
"Mohr, Hubert"
"Möhring-Hesse, Matthias"
"Mohr, Thomas"
"Moisset, Jean-Pierre"
"Mokrani, Adnane"
"Mokry, Stephan"
"Molano, Eduardo"
"Moldo, Robert"
"Mole Mogolo, Gratien"
"Molina, Diego M."
"Molina Meliá, Antonio","1057523712"
"Molina Molina, Diego"
"Molinari, Paolo"
"Molinari, Paul"
"Molino, Stefano"
"Molinski, Waldemar"
"Mollay, Thomas E."
"Möller, Carlos"
"Möller-Hasenbeck, Gabriele"
"Möllers, Christoph"
"Molnár, Antal"
"Moltano, Eduardo"
"Molzberger, Bernd"
"Moncault, Michel"
"Moncion, Jean"
"Mondin, Paolo Buselli"
"Mones-Cazón, Pablo"
"Moneta, Paolo"
"Mongillo, Dalmazio"
"Monier, Maurice"
"Monier, Mauritius"
"Monistrol, Joaquín F."
"Monnet, Pierre"
"Monnot, Patrice"
"Monroe, Theresa M."
"Monsanto, Rey"
"Monsanto, Rey Manuel S."
"Monsanto, Rey M. S."
"Montagna, Enrica"
"Montagna, Enrico"
"Montana, Agostino"
"Montan, Agostino"
"Montan, Agostino P."
"Montanari, Enrico"
"Monteiro, Marit. E."
"Montero, Eduardo G."
"Montes Casas, Antonio"
"Montes, Giacomo"
"Montesinos Sánchez, Nieves"
"Montilla i Aguilera, José"
"Montini, Gianpaolo"
"Montini, Gian Paolo"
"Montini, Gian P."
"Montini, G. Paolo"
"Montini, Ioannes P."
"Montini, Paolo G."
"Montini, Silvio"
"Moodie, Michael R."
"Moonan, Lawrence"
"Mooney, Michael"
"Moore, Allen"
"Moormann, Bernhard"
"Moos, Thorsten"
"Moral Carvajal, Delfina"
"Morales García, Leocadio"
"Morales, José"
"Morán Bustos, Carlos"
"Morán Bustos, Carlos Manuel"
"Morán Bustos, Carlos M."
"Moran, Carlos"
"Morange, Jean"
"Morán, Gloria M."
"Moran, Lorcan"
"Moran, Thomas A."
"Morant, Vicente B."
"Morant, Vicente Benedito, O.P."
"Morant, Vincente Benedito"
"Mordek, Hubert"
"Moreau, Henri"
"Morein, Elmar M."
"Moreno Anton, Maria G."
"Moreno Araujo, Manuel"
"Moreno Botella, Gloria"
"Moreno Botello, Gloria"
"Moreno Diehl, Fernando"
"Moreno Garcia, Pedro Antonio"
"Moreno Mozos, Mariá del Mar"
"Moreno, Pdro A."
"Moreno, Pedro A."
"Moreno Ramírez, Domingo"
"Morerod, Charles"
"Moretti, Marcello"
"Moretto, Antonio"
"Morga Iruzubieta, Celso"
"Morgalla, Stanislaw"
"Morgan, Declan"
"Morgan, Ed"
"Morgante, Marcello"
"Morgen, Michèle"
"Morgenstern, Matthias"
"Morgenthaler, Christoph"
"Morhard, Anton","172950171"
"Moriarty, Robert T."
"Mori, Giancarlo"
"Morin, André A."
"Morin, Giovanni"
"Möri, Peter"
"Morissey, Francis G."
"Morlot, François"
"Moro, Alfredo C."
"Morolli, Danilo"
"Moroney, James P."
"Moroni, Attilio"
"Morrás Etayo, José L."
"Morrisey, Francis G."
"Morrisey, Francis"
"Morris, John"
"Morris, Patrick S."
"Morsak, Louis C."
"Morscher, Edgar"
"Mörsdorf, Klaus"
"Morsey, Rudolf"
"Mortanges, René Pahud de"
"Moscariello, Giovanni"
"Mosca, Vincenzo"
"Moscella, Mario"
"Mosconi, Marino"
"Mosebach, Martin"
"Moser, Maria K."
"Moser-Zoundjiekpon, Birgit S."
"Mosquera Monelos, Susana"
"Mosquera, Susana"
"Mossakowski, Wies?aw"
"Mosso, Domenico"
"Mostaza, Antonio"
"Mostaza Rodríguez, Antonio"
"Motilla, Agustín","1056429747"
"Motilla, Augustin","1056429747"
"Motilla de la Calle, Agustín"
"Motiuk, David"
"Motta, Giuseppe"
"Mousa, Hasan"
"Moussa, Hassan"
"Moussa I Daoud, Ignace"
"Moutin, Osvaldo R."
"Moxter, Michael"
"Moya Corredor, Juan"
"Moya Ortiz, Miguel"
"Mringi, Augustine"
"Mrsich, Tycho Q."
"Mucci, Giandomenico"
"Much, Johannes"
"Muckel, Stefan"
"Muckel, Sternberg"
"Mückl, Stefan"
"Mueller, Harald"
"Muench, R. Francis"
"Mugier, Simon"
"Mühleisen, Hans-Otto"
"Mühl, Matthias"
"Mühlsteiger, Johannes"
"Mukiniyi Kadat, Jacques"
"Mulík, Peter"
"Mullan, Brian"
"Mullaney, Michael"
"Mullaney, Michael J."
"Mullan, James B."
"Mullen, P. W."
"Müller Alexander"
"Müller, Alois"
"Müller, Andreas"
"Müller, Christina"
"Müller, Christoph G."
"Müller, Daniela"
"Müller, Dieter"
"Müller-Franken, Sebastian"
"Müller, Georg"
"Müller, Gerhard"
"Müller, Gerhard L."
"Müller, Gerhard Ludwig"
"Müller-Graf, Thomas"
"Müller, Hadwig"
"Müller-Hannemann, Rainer"
"Müller, Hans M."
"Müller, Harald"
"Müller, Hubert"
"Müller, Johannes"
"Müller, Jörg"
"Müller, Josef"
"Müller, Karl"
"Müller, Klaus"
"Müller, Klaus M."
"Müller, Konrad"
"Muller, Laurent"
"Müller, Ludger","122183711"
"Müller, Markus H."
"Müller, Markus"
"Müller, Martin"
"Müller, Oliver"
"Müller, Patrick"
"Müller, Patrik"
"Müller, Paul M."
"Müller, Peter"
"Müller, Petro"
"Müller, Philipp"
"Müller, Rainer A."
"Müller-Rörig, Johannes"
"Müller, Rudolf"
"Müller, Sigrid"
"Müller-Simon, Manfred"
"Müller, Stephan E."
"Müller-Volbehr, Gerd"
"Müller-Volbehr, Jörg"
"Müller-Volbehr, Jörg u. a."
"Müller, Werner"
"Müller, Wolfgang P."
"Müller, Wunibald"
"Mummenhoff, Winfried"
"Munier, Charles"
"Münnich, Ricklef"
"Muños de Juana, José M."
"Muñoz de Juana, José María"
"Muñoz, Francesc Manuel-Rimbau"
"Muñoz Meritello, Gastón F."
"Münsch, Oliver"
"Munsonius, Hendrik"
"Münzel, Hartmut"
"Münzel, Hermann"
"Münzel, Herrmann"
"Murgano, Vincenzo"
"Murgoitio García, José Manuel"
"Murgoitio, José M."
"Murnion, Philip J."
"Murphy, Ignatius"
"Murphy, John"
"Murphy-O'Connor, Cormac"
"Murphy, Patrick"
"Murray, Donal B."
"Murray, John C."
"Murray, Thomas"
"Murtagh, Cyril"
"Muscato, Franco"
"Musonius, Hendrik"
"Musseli, Luciano"
"Musselli, Luciano"
"Mußgnug, Friederike"
"Mussinghoff, Heinrich"
"Mussinghoff, Heinz"
"Mussinghof, Heinrich"
"Mußner, Franz"
"Musso, Lucia"
"Mussone, Davide"
"Muster, Michael"
"Mutafyan, Mesrob"
"Mwakyolile, Israel-Peter"
"Mwamba Bamubile, Jose-Sebastien"
"Mwandha, Kevin Otieno"
"Myers, John F."
"Myers, John J."
"Naab, Erich"
"Naaman, Boutros"
"Nabbefeld, Jürgen"
"Nacci, M."
"Nacci, Mateo"
"Nacci, Matteo"
"Naezer, M."
"Nagel, Bernhard"
"Nagel, Eduard"
"Nagy, László"
"Nalbandov, Alexander"
"Napoleoni, Igino"
"Napolitano, Erasmo"
"Nardi, Paolo"
"Naron, Maximino A."
"Nasilowski, Kazimierz"
"Nasilowski, Kozimierz"
"Naso, Paolo"
"Nass, Elmar"
"Nassini, Angelo"
"Nastasi, Francesca A."
"National Conference of Catholic Bishops"
"National Conference of Catholic Bishops, USA"
"National Matrimonial Tribunal of the Philippines"
"Natti, Matteo"
"Naú, Dale M."
"Nauer, Doris"
"Naughton, Louis"
"Naughton, Richard"
"Nava Rodríguez, Jorge"
"Navarrete, Jesús"
"Navarrete, Urbano"
"Navarro Floria, J. G.","1056250623"
"Navarro Floria, Juan G.","1056250623"
"Navarro, L."
"Navarro, Louis"
"Navarro, Luis"
"Navarro, Luiz"
"Navarro Marfá, Luis F."
"Navarro-Valls, Rafael","1056429666"
"Nay, Giusep"
"Ndongala, Ignace"
"Ndosimau, Julien Y."
"Nds. Finanzgericht","2150013-7"
"Ndubueze Ejeh, Benedict"
"Ndubuisi Njoku, Edmund"
"Nebgen, Christoph"
"Nedungatt, George"
"Nedungatt, George SJ"
"Negrini, Paola Beffa"
"Neher, Peter"
"Neimes, Karl"
"Neisser, Heinrich"
"Nelles, Marcus"
"Nemeth, Thomas"
"Németh, Thomas Mark"
"Németh, Thomas M."
"Neri, Antonio"
"Nerney, Catherine T."
"Nersinger, U."
"Nersinger, Ulrich"
"Neubert, Erhard"
"Neudecker, Gerhard"
"Neudorfer, Heinz-Werner"
"Neufeld, Karl H."
"Neuhaus, Sigwart"
"Neuheuser, Hanns Peter"
"Neuheuser, Hanns P."
"Neuhold, David"
"Neuhold, Leopold"
"Neumann, Burkhard"
"Neumann, Johannes"
"Neumann, Josef N."
"Neumann, Thomas"
"Neumayr, Matthias"
"Neuner, Peter"
"Neunheuser, Burkhard"
"Neureither, Georg"
"Neusner, Jacob"
"Ngandu Muteba, Frédéric"
"Ngueme, Sabine U."
"Nguyen, Francis"
"Niava, Pierre N."
"Nickels, Christa"
"Niclas, Elmar"
"Nicolaï, N. J."
"Nicolas, Claude"
"Nicolas, Jean-Hervé"
"Nicol, James G."
"Nicolò, Angela M. P."
"Nicolosi, Paola F."
"Nicolussi, Andrea"
"Nicora, Attilio"
"Nicora, Attilo"
"Niebler, Engelbert"
"Niedenzu, Harald"
"Niederbacher, Bruno"
"Niedermeier, Richard"
"Niedersachsen"
"Niedersächsisches FG","1105583600"
"Niedersächsisches OVG","5166813-0"
"Nieders. OVG","5166813-0"
"Niehoff, Kevin W."
"Niele, Manlio"
"Niemann, Ulrich"
"Nientiedt, Klaus"
"Nierhaus, Michael"
"Niermann, Ernst"
"Niestegge, Vera"
"Nieuwland, Herwig van"
"Nieva García, Joaquin A."
"Niewiadomski, Józef"
"Nigro, Francesco"
"Nikolakakis, Dimitrios"
"Nikolaou, Theodor"
"Nikolasch, Franz"
"Nikoltchev, Dilian"
"Nilson, Jon"
"Nin, Manuel"
"Niño del Portillo, Juan I."
"Nishikawa, Yoichi"
"Nison, Gérard"
"Nita, Adam"
"Nitkiewicz, Krzysztof"
"Nitrola, Antonio"
"Nitsche, Hans"
"Nitschmann, Johannes"
"Nitschmann,Johannes"
"Nitunga, Sylverster L."
"Nixon, Robert C."
"N?mec, Damián"
"N.N"
"N.N."
"Nnaemeka Akaenyi, Theodore"
"Nobel, Michael"
"Nobel, Michael-Andreas"
"Nobel, Pierre"
"Noble, Thomas F. X."
"Noel, Pierre"
"Noethlichs, Karl L."
"Nogara, Fiorenzo Marco"
"Noguchi, Takayoshi"
"Nolasco, Rodolfo L."
"Nolette, Mark P."
"Noller, Annette"
"Noll, Gerhard"
"Nolte, Achim"
"Noonan, John T."
"Noonan, Robert"
"Noorlander, C. W., Zoontjens, P. J. J."
"Norbert Lüdecke"
"Nordemann, Wilhelm"
"Nord, Ilona"
"Nordsieck, Reinhard"
"Nørgaard-Højen, Peder"
"Nörr, Knut W."
"Nörr, Knut Wolfgang"
"Notarfonso, Daniela"
"Notariat V Mannheim – Nachlassgericht"
"Notaro, Luigi"
"Notarpasquale, Guiseppe"
"Nothaft, Peter"
"Nothele-Wildfeuer, Ursula"
"Nothelle-Wildfeuer, Ursula"
"Nottmeier, Christian"
"Novak, David"
"Novák, István"
"Novak, Marvin"
"Novak, Richard"
"Nowacki, Jozef"
"Nowak, James A."
"Nowak, Leo"
"Nowak, Markus"
"Nowak, Mateusz"
"Nowakowski, Bartosz"
"Nowak, Przemys?aw"
"Nowak-Vogel, Maria"
"Nowak, W?adys?aw"
"Nowicka, Urszula"
"Nugent, Robert"
"Núñez, Gerardo"
"Núñez González, Gerardo"
"Nuntius von Deutschland"
"Nussbaumer, Markus"
"Nussbaum, Martha C."
"Nußberger, Angelika"
"Nüssel, Friederike"
"Nutt, Aurica"
"Nuzzi, Gianluigi"
"Nwagwa, Mary G. A."
"Nwaungulu, Robert T."
"Nyberg, Torre"
"Nykiel, Krzysztof"
"Nyssen, Wilhelm"
"Nzeyimana, Pascal"
"o. A."
"Oad, Kristjan"
"Oancea, Dorin"
"Obbecke, Janbernd"
"Obcemia, Frederick M."
"Oberleitner, Heidrun"
"Oberste Finanzbehörden der Länder"
"Oberster Gerichtshof der Apostolischen Signatur"
"Oberti, Armando"
"Obimma Ezike, Edwin"
"Obispado Castrense de Chile"
"Obodo, Ernest"
"O'Brian, Jaclyn M."
"O’Brien, Mary J."
"Obrist, Willy"
"O'Callaghan, D. F."
"O'Callaghan, Paul"
"O'Callaghan, W."
"Ochel, Joachim"
"Ochmann, Frank"
"Ochoa, Javier"
"Ochsenfahrt, Volker"
"Ockenfels, Wolfgang"
"O’Connell, David"
"O'Connell, David M."
"O’Connell, Joseph"
"O’Connell, Mark W."
"O'Connell, William"
"O´Connor, Bernard"
"O'Connor, David F."
"O’Connor, James I."
"Odchimar, Nereo P."
"Odenthal, Andreas"
"Odermatt, Alois"
"Odhiambo, Jack A."
"Odili Okeke, Hilary"
"Odnem, Marie"
"O'Donovan, Leo J."
"O'Donovan, Oliver"
"Odozor,  Paulinus I."
"Odriozola Igual, Cristina"
"Oebbecke, Janbernd"
"Oehler. Alina R."
"Oehmen-Vieregge, Rosel"
"Oehring, Otmar"
"Oeldemann, Johannes"
"Oeming, Manfred"
"Oermann, Nils O."
"Oertel, Ferdinand"
"Oetker, Martin K."
"OFD Chemnitz","5103042-1"
"Officium de Liturgicis Celebrationibus Summi Pontificis","5096841-5"
"Offizial von Münster"
"Offizial von Vechta"
"Ofilada Mina, Macario"
"Ofner, Angelika"
"O’Gara, Margaret"
"O'Gara, Margaret"
